shipment_id,shipment_date,carrier,origin_city,destination_city,weight_kg,delivery_days,status,product_category,shipping_cost_usd,delivery_notes,weight_kg_flag,delivery_days_flag
SHP-0003586,2023-02-25,UPS,Ibadan,Kampala,83.95,12,Returned,Apparel,253.57,"Customer requested weekend delivery.",0,0
SHP-0003587,2023-05-10,"Blue Dart",Lagos,Nairobi,53.92,4,Pending,Apparel,84.52,,0,0
SHP-0003588,2022-07-21,Aramex,Kaduna,"Addis Ababa",93.79,9,"In Transit","Industrial Equipment",158.71,"Priority shipment.",0,0
SHP-0003589,2022-05-31,UPS,"Benin City",Johannesburg,0.92,17,Pending,"Books & Media",1.89,"Returned to sender: recipient not found.",0,0
SHP-0003590,2023-10-30,DHL,Lagos,"Addis Ababa",11.55,19,Pending,"Industrial Equipment",31.06,"Returned to sender: recipient not found.",0,0
SHP-0003591,2023-05-31,UPS,"Benin City",Nairobi,87.43,13,Delayed,Electronics,376.71,"Fragile items — handle carefully.",0,0
SHP-0003592,2023-03-22,UPS,"Benin City",Accra,85.26,21,Returned,Toys,219.54,"Left at front door per customer instruction.",0,0
SHP-0003593,2023-09-03,Delhivery,Kaduna,Kampala,106.77,7,Returned,Furniture,176.29,"Address correction applied.",0,0
SHP-0003594,2024-05-11,DTDC,Kano,Johannesburg,90.48,21,Delivered,"Industrial Equipment",251.88,"Delayed due to customs clearance.",0,0
SHP-0003595,2022-05-18,Delhivery,"Port Harcourt",Cairo,53,1,"In Transit",Electronics,216.04,"Customer requested weekend delivery.",0,0
SHP-0003596,2023-11-27,XpressBees,Abuja,Casablanca,86.56,7,Pending,Furniture,182.1,,0,0
SHP-0003597,2022-10-30,FedEx,Ibadan,"Addis Ababa",118.55,60,Delayed,"Food & Beverage",279.32,"Address correction applied.",0,1
SHP-0003598,2022-05-12,DHL,Ibadan,Casablanca,10.65,2,Delivered,"Books & Media",35.44,"Priority shipment.",0,0
SHP-0003599,2023-09-26,Aramex,"Benin City",Accra,47.13,3,Lost,Pharmaceuticals,193.64,"Fragile items — handle carefully.",0,0
SHP-0003600,2023-12-25,Ekart,Abuja,Kampala,117.67,14,Delivered,Cosmetics,413.5,"Weather delay in transit hub.",0,0
SHP-0003601,2023-07-08,Aramex,Lagos,Dakar,57.93,18,Returned,"Automotive Parts",179.15,"Fragile items — handle carefully.",0,0
SHP-0003602,2022-12-02,DTDC,"Port Harcourt",Dakar,46.46,20,Delivered,"Books & Media",92.33,,0,0
SHP-0003603,2024-02-13,XpressBees,Enugu,Cairo,40.93,7,Returned,Furniture,84.8,"Fragile items — handle carefully.",0,0
SHP-0003604,2024-02-11,DHL,Ibadan,"Addis Ababa",79.65,16,"In Transit","Books & Media",356.26,"Fragile items — handle carefully.",0,0
SHP-0003605,2022-05-29,"Blue Dart",Ibadan,Johannesburg,4.88,14,Returned,"Food & Beverage",13.74,"Fragile items — handle carefully.",0,0
SHP-0003606,2024-12-29,FedEx,Kaduna,Nairobi,44.08,8,Delivered,Furniture,80.5,"Returned to sender: recipient not found.",0,0
SHP-0003607,2022-08-05,UPS,"Benin City","Addis Ababa",11.91,9,Lost,Furniture,51.96,"Partial delivery; remaining items en route.",0,0
SHP-0003608,2023-02-23,DHL,Kaduna,Dakar,60.94,15,Delivered,Pharmaceuticals,267.47,"Fragile items — handle carefully.",0,0
SHP-0003609,2024-04-15,DHL,"Benin City","Addis Ababa",2.99,6,Delivered,Pharmaceuticals,11.81,"Package handled with care.",0,0
SHP-0003610,2022-11-18,"Blue Dart",Abuja,Accra,51.48,3,Pending,Furniture,99.59,"Weather delay in transit hub.",0,0
SHP-0003611,2024-01-04,UPS,Kano,Casablanca,21.19,4,"In Transit",Cosmetics,44.9,"Priority shipment.",0,0
SHP-0003612,2024-02-11,Unknown,Abuja,Kigali,52.4,20,"In Transit",Apparel,88.68,"Left at front door per customer instruction.",0,0
SHP-0003613,2022-06-16,UPS,Kaduna,Casablanca,61.775,13,Pending,"Books & Media",213.55,"Address correction applied.",0,0
SHP-0003614,NULL,DHL,Kaduna,"Dar es Salaam",39.2,17,"In Transit",Cosmetics,151.71,"Priority shipment.",0,0
SHP-0003615,2022-10-08,"Blue Dart",Abuja,Dakar,93.14,7,"In Transit",Apparel,305.28,"Weather delay in transit hub.",0,0
SHP-0003616,2024-01-07,DTDC,Ibadan,Johannesburg,21.9,13,Delayed,"Books & Media",94.44,"Delayed due to customs clearance.",0,0
SHP-0003617,2023-05-14,UPS,Abuja,Kigali,21.9,2,Delayed,Furniture,72.93,,0,0
SHP-0003618,2023-04-04,FedEx,"Benin City","Dar es Salaam",113.72,14,"In Transit",Electronics,308.85,"Weather delay in transit hub.",0,0
SHP-0003619,2023-06-21,"Blue Dart","Benin City",Kampala,4.82,3,Delayed,Pharmaceuticals,13.86,,0,0
SHP-0003620,2022-11-07,UPS,Kaduna,Kampala,41.94,4,Returned,"Industrial Equipment",158.85,,0,0
SHP-0003621,2023-09-11,DTDC,Ibadan,Kampala,10.44,21,Lost,"Industrial Equipment",19.47,"Delayed due to customs clearance.",0,0
SHP-0003622,2023-04-15,DTDC,Lagos,Accra,114.24,15,Returned,Toys,364.63,"Fragile items — handle carefully.",0,0
SHP-0003623,2022-06-05,"Blue Dart",Kano,Casablanca,99.62,15,Unknown,Pharmaceuticals,350.23,"Priority shipment.",0,0
SHP-0003624,2023-05-18,FedEx,Ibadan,Accra,66.33,3,Lost,"Food & Beverage",139.16,"Package handled with care.",0,0
SHP-0003625,2022-11-17,Ekart,"Port Harcourt",Kampala,62.11,17,Returned,"Food & Beverage",171.08,"Partial delivery; remaining items en route.",0,0
SHP-0003626,2023-03-29,Ekart,Abuja,Kigali,93.41,3,Delayed,"Industrial Equipment",334.31,,0,0
SHP-0003627,2023-09-11,Aramex,"Benin City",Nairobi,73.55,11,Returned,"Books & Media",270.66,"Fragile items — handle carefully.",0,0
SHP-0003628,2024-12-22,Ekart,Abuja,Accra,105.13,8,Lost,Furniture,304.93,"Left at front door per customer instruction.",0,0
SHP-0003629,2022-10-12,Delhivery,Lagos,"Addis Ababa",80.15,5,"In Transit","Food & Beverage",144.92,"Customer requested weekend delivery.",0,0
SHP-0003630,2022-01-24,Ekart,Kaduna,"Dar es Salaam",22.94,2,Delivered,"Food & Beverage",60.56,"Returned to sender: recipient not found.",0,0
SHP-0003631,2024-02-21,DTDC,Kaduna,Kigali,9.35,17,Returned,Furniture,16.27,"Returned to sender: recipient not found.",0,0
SHP-0003632,2024-10-03,FedEx,Ibadan,"Dar es Salaam",17.7,13,Delivered,Cosmetics,40,"Address correction applied.",0,0
SHP-0003633,2024-04-24,"Blue Dart",Enugu,Dakar,48.73,4,Pending,Apparel,80.9,"Fragile items — handle carefully.",0,0
SHP-0003634,2023-09-21,"Blue Dart","Port Harcourt",Casablanca,74.9,18,Pending,Furniture,258.1,"Package handled with care.",0,0
SHP-0003635,2024-10-10,Ekart,Enugu,Cairo,8.73,13,Delayed,"Automotive Parts",36.31,"Priority shipment.",0,0
SHP-0003636,2023-06-04,Delhivery,Kaduna,"Dar es Salaam",72.09,16,Pending,Electronics,185.32,,0,0
SHP-0003637,2023-10-28,Ekart,"Benin City",Kampala,36.06,2,"In Transit","Industrial Equipment",74.61,"Weather delay in transit hub.",0,0
SHP-0003638,2024-03-16,"Blue Dart","Benin City","Dar es Salaam",75.84,60,"In Transit",Furniture,313.48,"Priority shipment.",0,1
SHP-0003639,2022-01-11,"Blue Dart",Kaduna,Accra,5.28,21,Delayed,"Books & Media",12.12,,0,0
SHP-0003640,2024-01-23,Delhivery,Kano,Johannesburg,6.24,18,Returned,Toys,16.65,"Priority shipment.",0,0
SHP-0003641,2022-08-24,"Blue Dart","Port Harcourt","Addis Ababa",65.77,21,Lost,"Books & Media",245.45,"Left at front door per customer instruction.",0,0
SHP-0003642,2022-02-07,"Blue Dart","Benin City",Accra,95.35,7,"In Transit","Books & Media",233.03,,0,0
SHP-0003643,2024-11-19,"Blue Dart","Port Harcourt",Dakar,55.6,13,Unknown,"Books & Media",174.25,"Package handled with care.",0,0
SHP-0003644,2024-12-13,Ekart,Abuja,Cairo,20.1,17,Returned,Cosmetics,42.52,"Fragile items — handle carefully.",0,0
SHP-0003645,2024-11-29,Aramex,Lagos,Johannesburg,103.33,2,Pending,Electronics,238.69,"Fragile items — handle carefully.",0,0
SHP-0003646,2024-03-30,Aramex,Kaduna,"Dar es Salaam",60.28,6,Pending,Cosmetics,32.16,"Address correction applied.",0,0
SHP-0003647,2023-07-20,DTDC,"Benin City",Accra,115.43,18,Lost,"Automotive Parts",359.75,"Customer requested weekend delivery.",0,0
SHP-0003648,2022-09-11,Ekart,Abuja,Accra,81.38,60,Lost,"Industrial Equipment",272.23,"Fragile items — handle carefully.",0,1
SHP-0003649,2023-05-18,"Blue Dart",Ibadan,Accra,79.72,11,Pending,Cosmetics,167.64,"Left at front door per customer instruction.",0,0
SHP-0003650,2024-02-24,FedEx,Unknown,Kampala,20.4,2,Pending,Pharmaceuticals,33.82,"Delayed due to customs clearance.",0,0
SHP-0003651,2023-11-02,DTDC,Kaduna,"Addis Ababa",1.17,6,Delivered,Pharmaceuticals,2.42,"Partial delivery; remaining items en route.",0,0
SHP-0003652,2022-12-12,Aramex,Abuja,Casablanca,33.62,5,"In Transit","Industrial Equipment",53.62,"Address correction applied.",0,0
SHP-0003653,2024-07-14,DHL,Kano,Accra,85.92,15,"In Transit",Toys,169.64,"Priority shipment.",0,0
SHP-0003654,2024-09-24,UPS,Lagos,Kigali,55.57,3,Pending,Toys,215.51,"Customer requested weekend delivery.",0,0
SHP-0003655,2023-10-12,FedEx,Kano,Johannesburg,14.64,19,Lost,Furniture,56.57,"Customer requested weekend delivery.",0,0
SHP-0003656,2023-11-07,"Blue Dart",Abuja,Nairobi,20.74,4,Delivered,"Industrial Equipment",61.7,"Address correction applied.",0,0
SHP-0003657,2022-10-27,"Blue Dart",Kano,Kampala,117.17,12,Pending,Furniture,364.81,"Returned to sender: recipient not found.",0,0
SHP-0003658,2023-02-24,DHL,Kaduna,"Dar es Salaam",77.23,18,Delayed,"Automotive Parts",337.33,"Package handled with care.",0,0
SHP-0003659,2024-10-17,UPS,"Port Harcourt",Kigali,51.34,13,Delivered,"Books & Media",177.44,,0,0
SHP-0003660,2022-10-27,DTDC,Ibadan,Accra,43.49,10,Lost,"Automotive Parts",77.42,"Delayed due to customs clearance.",0,0
SHP-0003661,2023-09-02,XpressBees,Kaduna,Kampala,109.77,7,"In Transit",Pharmaceuticals,401.16,"Customer requested weekend delivery.",0,0
SHP-0003662,2024-11-19,"Blue Dart",Lagos,Dakar,9.07,15,Returned,"Books & Media",30.57,"Fragile items — handle carefully.",0,0
SHP-0003663,2024-09-30,UPS,Enugu,Accra,106.18,8,Returned,Pharmaceuticals,302.25,"Customer requested weekend delivery.",0,0
SHP-0003664,2023-11-04,"Blue Dart",Enugu,Dakar,11.37,13,Lost,Cosmetics,30.28,"Weather delay in transit hub.",0,0
SHP-0003665,2022-12-15,FedEx,Unknown,Casablanca,104.7,15,Delivered,"Industrial Equipment",254.4,"Weather delay in transit hub.",0,0
SHP-0003666,2022-03-28,"Blue Dart",Lagos,Accra,104.58,14,Delivered,"Automotive Parts",448.17,"Priority shipment.",0,0
SHP-0003667,2024-12-07,"Blue Dart",Kano,Casablanca,60.96,19,"In Transit",Electronics,79.43,,0,0
SHP-0003668,2023-04-28,Ekart,Abuja,Johannesburg,89.99,11,"In Transit","Automotive Parts",206.45,"Left at front door per customer instruction.",0,0
SHP-0003669,2024-06-06,Aramex,Enugu,Kigali,62.7,8,Returned,Furniture,120.84,"Fragile items — handle carefully.",0,0
SHP-0003670,2024-12-12,Ekart,Enugu,Johannesburg,117.7,18,Delivered,Furniture,472.67,"Weather delay in transit hub.",0,0
SHP-0003671,2024-01-11,DTDC,Ibadan,Kigali,49.86,13,"In Transit",Unknown,81.63,,0,0
SHP-0003672,2023-04-05,DTDC,Kano,Kampala,14.99,21,Lost,"Industrial Equipment",45.56,"Priority shipment.",0,0
SHP-0003673,2022-05-17,DTDC,Kaduna,Cairo,79.09,13,"In Transit","Food & Beverage",149.76,"Weather delay in transit hub.",0,0
SHP-0003674,2022-12-16,Ekart,Ibadan,Accra,106.37,6,Returned,Toys,437.24,,0,0
SHP-0003675,2023-05-19,XpressBees,Enugu,Dakar,98.88,17,"In Transit","Food & Beverage",156.28,,0,0
SHP-0003676,2023-07-07,Ekart,Enugu,"Addis Ababa",11.23,1,Returned,Furniture,38.72,"Delayed due to customs clearance.",0,0
SHP-0003677,2024-03-30,DHL,Kano,Kigali,40.38,17,Returned,Pharmaceuticals,137.21,"Delayed due to customs clearance.",0,0
SHP-0003678,2024-01-17,FedEx,Abuja,Kampala,22.41,7,Delayed,"Industrial Equipment",64.24,"Priority shipment.",0,0
SHP-0003679,2024-06-20,FedEx,Kano,Dakar,110.04,14,Delivered,"Food & Beverage",202.98,,0,0
SHP-0003680,2024-08-20,Ekart,Ibadan,Kampala,54.77,3,Delayed,Apparel,200.06,"Weather delay in transit hub.",0,0
SHP-0003681,2023-04-16,DTDC,Kaduna,Casablanca,119.1,13,Delivered,"Industrial Equipment",459.99,"Partial delivery; remaining items en route.",0,0
SHP-0003682,2022-08-23,UPS,Abuja,Accra,51.54,2,Delivered,"Automotive Parts",220.86,,0,0
SHP-0003683,2022-03-20,Delhivery,Ibadan,Casablanca,52.5,20,Delivered,Pharmaceuticals,141.12,,0,0
SHP-0003684,2024-12-27,UPS,Lagos,"Dar es Salaam",50.89,16,Lost,Toys,105.73,"Left at front door per customer instruction.",0,0
SHP-0003685,2022-12-17,Delhivery,Kano,Kampala,23.73,17,Unknown,Apparel,37.65,,0,0
SHP-0003686,2024-10-22,Delhivery,Kano,Cairo,76.62,8,Returned,"Food & Beverage",196.8,"Priority shipment.",0,0
SHP-0003687,2023-02-13,Delhivery,Kano,Accra,0.91,16,Pending,Electronics,3.79,"Left at front door per customer instruction.",0,0
SHP-0003688,NULL,Ekart,Enugu,"Addis Ababa",21.88,4,"In Transit",Pharmaceuticals,36.21,"Left at front door per customer instruction.",0,0
SHP-0003689,2022-01-11,XpressBees,"Port Harcourt",Johannesburg,95.71,18,Returned,"Automotive Parts",295.79,"Priority shipment.",0,0
SHP-0003690,2022-03-25,UPS,Lagos,Casablanca,58.9,12,Lost,"Automotive Parts",163.59,"Left at front door per customer instruction.",0,0
SHP-0003691,2022-10-14,FedEx,"Port Harcourt","Addis Ababa",103.96,5,"In Transit","Automotive Parts",211.47,,0,0
SHP-0003692,2023-12-13,Delhivery,Enugu,"Dar es Salaam",95.71,3,Returned,Toys,240.35,"Priority shipment.",0,0
SHP-0003693,2024-03-09,FedEx,Unknown,Johannesburg,105.47,3,Delivered,Furniture,338.72,,0,0
SHP-0003694,2024-10-09,Aramex,Ibadan,Kampala,34.04,2,Unknown,"Books & Media",111.93,"Delayed due to customs clearance.",0,0
SHP-0003695,2024-09-19,Delhivery,"Port Harcourt",Johannesburg,11.56,15,Delivered,Electronics,37.85,"Priority shipment.",0,0
SHP-0003696,2022-10-28,Ekart,Abuja,"Dar es Salaam",3.75,7,Pending,Furniture,12.09,"Priority shipment.",0,0
SHP-0003697,2023-10-23,XpressBees,Lagos,Cairo,105.22,20,Lost,"Automotive Parts",355.13,"Returned to sender: recipient not found.",0,0
SHP-0003698,2024-03-29,Delhivery,Kaduna,Cairo,102.21,10,Pending,Apparel,459.84,"Weather delay in transit hub.",0,0
SHP-0003699,2022-01-05,DHL,Kaduna,Nairobi,108.85,5,Lost,Furniture,188.6,"Partial delivery; remaining items en route.",0,0
SHP-0003700,2024-08-24,Ekart,Kano,Dakar,26.84,15,Pending,Furniture,99.5,"Fragile items — handle carefully.",0,0
SHP-0003701,2024-08-18,XpressBees,Kaduna,"Addis Ababa",38.26,11,Delivered,"Books & Media",117.11,"Left at front door per customer instruction.",0,0
SHP-0003702,2022-07-26,XpressBees,Kaduna,Cairo,106.93,16,"In Transit",Electronics,170.07,"Fragile items — handle carefully.",0,0
SHP-0003703,2022-11-06,Aramex,"Port Harcourt",Kampala,78.96,1,Lost,Cosmetics,260.44,"Weather delay in transit hub.",0,0
SHP-0003704,2023-07-27,DHL,Lagos,"Addis Ababa",57.87,7,Returned,Toys,193.63,,0,0
SHP-0003705,2023-01-16,"Blue Dart",Kano,Accra,85.21,14,Delivered,Unknown,276.63,"Priority shipment.",0,0
SHP-0003706,2024-10-12,"Blue Dart",Abuja,Kigali,99.7,21,Delivered,Cosmetics,322.43,"Left at front door per customer instruction.",0,0
SHP-0003707,2024-12-21,Delhivery,Abuja,Nairobi,2.34,10,Lost,Cosmetics,7.37,"Weather delay in transit hub.",0,0
SHP-0003708,2024-11-12,Ekart,Lagos,Casablanca,77.96,16,Pending,"Books & Media",291.78,"Fragile items — handle carefully.",0,0
SHP-0003709,2023-12-17,Unknown,"Port Harcourt",Accra,12.63,6,"In Transit","Books & Media",22.91,"Fragile items — handle carefully.",0,0
SHP-0003710,2022-09-21,FedEx,Kaduna,Cairo,36.07,14,Pending,Electronics,130.46,"Returned to sender: recipient not found.",0,0
SHP-0003711,2023-06-07,XpressBees,Abuja,Kigali,76.4,16,Lost,"Books & Media",152.76,"Fragile items — handle carefully.",0,0
SHP-0003712,2022-03-17,FedEx,Kaduna,Accra,48.18,4,Pending,"Automotive Parts",200.02,,0,0
SHP-0003713,2024-09-29,UPS,Kano,Nairobi,44.14,7,Delivered,"Automotive Parts",102.84,,0,0
SHP-0003714,2024-10-30,DTDC,"Port Harcourt",Cairo,39.3,7,Delivered,"Food & Beverage",143.9,"Customer requested weekend delivery.",0,0
SHP-0003715,2023-11-16,"Blue Dart",Lagos,Nairobi,91.05,7,Pending,Electronics,382.37,"Priority shipment.",0,0
SHP-0003716,2023-04-07,Ekart,Kano,Johannesburg,40.77,1,Pending,Toys,137.23,"Partial delivery; remaining items en route.",0,0
SHP-0003717,2023-06-13,UPS,"Port Harcourt",Kampala,41.29,17,Delayed,"Industrial Equipment",62.18,"Address correction applied.",0,0
SHP-0003718,2023-05-23,XpressBees,Kano,"Dar es Salaam",110.29,17,Returned,Furniture,258.42,"Returned to sender: recipient not found.",0,0
SHP-0003719,2023-12-12,DTDC,"Port Harcourt",Unknown,74.66,3,"In Transit",Furniture,234.36,"Weather delay in transit hub.",0,0
SHP-0003720,2024-12-10,DTDC,Ibadan,Nairobi,53.57,17,Delayed,Pharmaceuticals,183.08,"Package handled with care.",0,0
SHP-0003721,2023-07-31,UPS,Kaduna,Kigali,11.09,19,Lost,"Food & Beverage",32.6,"Package handled with care.",0,0
SHP-0003722,2024-02-26,"Blue Dart",Lagos,Johannesburg,60.13,3,Returned,Toys,123.77,"Priority shipment.",0,0
SHP-0003723,2022-10-16,DHL,Kano,Accra,76.44,13,Delivered,Cosmetics,200.27,"Weather delay in transit hub.",0,0
SHP-0003724,2023-01-07,FedEx,Enugu,Johannesburg,15.05,4,Delivered,"Food & Beverage",64.05,"Partial delivery; remaining items en route.",0,0
SHP-0003725,2024-11-01,DTDC,Lagos,"Addis Ababa",114.63,6,Returned,Electronics,309.5,"Returned to sender: recipient not found.",0,0
SHP-0003726,2023-07-27,FedEx,Enugu,"Dar es Salaam",78.82,3,Delivered,"Food & Beverage",227.62,"Delayed due to customs clearance.",0,0
SHP-0003727,2022-06-10,Delhivery,Lagos,"Dar es Salaam",76.08,6,Returned,"Food & Beverage",330.48,"Partial delivery; remaining items en route.",0,0
SHP-0003728,2023-09-13,XpressBees,Kaduna,"Addis Ababa",91.61,3,Lost,Pharmaceuticals,291.72,"Fragile items — handle carefully.",0,0
SHP-0003729,2022-01-06,Aramex,Abuja,Kigali,102.51,6,Pending,"Automotive Parts",350.58,"Fragile items — handle carefully.",0,0
SHP-0003730,2022-08-17,Aramex,"Port Harcourt",Johannesburg,58.9,5,Pending,"Automotive Parts",284.22,"Address correction applied.",0,0
SHP-0003731,2024-10-24,Delhivery,Lagos,Nairobi,22.34,4,Pending,Furniture,74.37,"Customer requested weekend delivery.",0,0
SHP-0003732,2024-08-30,"Blue Dart",Kaduna,Dakar,29.66,8,Delivered,Electronics,111.14,,0,0
SHP-0003733,2023-12-31,DTDC,Abuja,Kigali,119.55,13,Delayed,Electronics,445.67,"Address correction applied.",0,0
SHP-0003734,2024-07-13,Aramex,"Benin City",Nairobi,35.42,3,Pending,"Books & Media",143.15,"Customer requested weekend delivery.",0,0
SHP-0003735,2022-11-27,Ekart,Kaduna,"Dar es Salaam",43.04,13,Delayed,"Industrial Equipment",129.12,"Delayed due to customs clearance.",0,0
SHP-0003736,2022-01-08,XpressBees,Kaduna,"Addis Ababa",15.66,21,Pending,Pharmaceuticals,49.8,"Package handled with care.",0,0
SHP-0003737,2022-07-15,UPS,Ibadan,Kampala,63.99,8,"In Transit","Industrial Equipment",277.17,"Address correction applied.",0,0
SHP-0003738,2024-12-21,DTDC,Kaduna,"Dar es Salaam",76.11,14,Lost,Cosmetics,191.14,"Delayed due to customs clearance.",0,0
SHP-0003739,2024-11-13,DHL,Lagos,Kigali,67.3,3,"In Transit","Automotive Parts",250.18,"Address correction applied.",0,0
SHP-0003740,2024-05-27,Delhivery,Enugu,Dakar,51.77,4,"In Transit",Cosmetics,152.53,"Customer requested weekend delivery.",0,0
SHP-0003741,2022-06-29,DHL,Abuja,Dakar,22.51,21,Delivered,Toys,37.1,"Customer requested weekend delivery.",0,0
SHP-0003742,2022-06-30,UPS,Abuja,Kigali,3.93,12,"In Transit",Toys,14.07,"Partial delivery; remaining items en route.",0,0
SHP-0003743,2022-01-21,XpressBees,Kano,"Addis Ababa",102.28,17,Delivered,Pharmaceuticals,224.96,"Fragile items — handle carefully.",0,0
SHP-0003744,2023-01-16,UPS,Lagos,Accra,113.34,20,Delayed,"Automotive Parts",300.53,"Customer requested weekend delivery.",0,0
SHP-0003745,2024-05-31,Delhivery,Abuja,Kampala,36.1,16,"In Transit",Pharmaceuticals,83.2,"Partial delivery; remaining items en route.",0,0
SHP-0003746,2022-03-01,DTDC,Abuja,"Dar es Salaam",70.14,15,"In Transit",Furniture,152.48,"Priority shipment.",0,0
SHP-0003747,2023-10-09,XpressBees,Kaduna,Johannesburg,37.72,6,Delayed,Cosmetics,75.74,"Partial delivery; remaining items en route.",0,0
SHP-0003748,2022-11-27,Aramex,Kano,"Dar es Salaam",25.6,14,Delivered,Pharmaceuticals,109.42,"Returned to sender: recipient not found.",0,0
SHP-0003749,2024-11-16,DHL,"Benin City",Cairo,85.86,7,Returned,"Automotive Parts",174.5,"Customer requested weekend delivery.",0,0
SHP-0003750,2022-07-02,"Blue Dart","Benin City","Dar es Salaam",103.33,3,Delivered,Furniture,248.76,"Weather delay in transit hub.",0,0
SHP-0003751,2024-01-02,Aramex,"Port Harcourt",Accra,14.26,14,Lost,Pharmaceuticals,36.96,"Returned to sender: recipient not found.",0,0
SHP-0003752,2022-01-09,Delhivery,Enugu,Cairo,93.63,16,Delivered,"Books & Media",297.6,"Partial delivery; remaining items en route.",0,0
SHP-0003753,2024-12-01,FedEx,Kaduna,Cairo,64.92,19,"In Transit",Apparel,126.67,"Priority shipment.",0,0
SHP-0003754,2022-01-17,DHL,Kano,"Dar es Salaam",90.72,1,Delayed,"Industrial Equipment",211.41,"Delayed due to customs clearance.",0,0
SHP-0003755,2024-07-29,DTDC,"Port Harcourt",Nairobi,19.72,14,Delayed,Toys,72.55,"Weather delay in transit hub.",0,0
SHP-0003756,2024-07-20,Ekart,Lagos,"Dar es Salaam",20.56,15,Returned,"Food & Beverage",72.37,"Address correction applied.",0,0
SHP-0003757,2022-12-08,FedEx,Ibadan,Johannesburg,92.88,2,Pending,Unknown,205.26,"Fragile items — handle carefully.",0,0
SHP-0003758,2023-05-25,XpressBees,Lagos,Casablanca,103.82,5,Delayed,Electronics,312.43,"Priority shipment.",0,0
SHP-0003759,2022-12-04,Aramex,Abuja,Casablanca,115.26,15,Delivered,Pharmaceuticals,250.65,"Customer requested weekend delivery.",0,0
SHP-0003760,2024-06-07,Ekart,Enugu,Cairo,17.28,5,Lost,Toys,60.69,"Delayed due to customs clearance.",0,0
SHP-0003761,2022-06-30,UPS,Kano,Johannesburg,58.54,4,Pending,Toys,260.17,,0,0
SHP-0003762,2022-10-24,DHL,Lagos,Accra,105.17,7,Pending,Furniture,170.16,"Customer requested weekend delivery.",0,0
SHP-0003763,2022-05-22,Delhivery,Abuja,Johannesburg,92.66,60,"In Transit",Unknown,160.28,"Weather delay in transit hub.",0,1
SHP-0003764,2024-05-18,UPS,"Port Harcourt","Addis Ababa",73.81,12,Pending,"Books & Media",147.61,"Customer requested weekend delivery.",0,0
SHP-0003765,2024-11-15,Delhivery,Lagos,Nairobi,109.89,18,Returned,Pharmaceuticals,3363.06,"Package handled with care.",0,0
SHP-0003766,2022-02-20,DTDC,"Benin City",Johannesburg,45.06,2,Returned,Pharmaceuticals,88.03,"Returned to sender: recipient not found.",0,0
SHP-0003767,2024-05-10,DTDC,Kaduna,"Dar es Salaam",76.02,16,Pending,Electronics,3463.25,"Left at front door per customer instruction.",0,0
SHP-0003768,2022-08-20,"Blue Dart",Kano,Cairo,54.4,15,Lost,Furniture,2417.34,"Priority shipment.",0,0
SHP-0003769,2022-08-30,Delhivery,Abuja,Kigali,106.25,8,"In Transit",Apparel,221.58,"Weather delay in transit hub.",0,0
SHP-0003770,2022-10-18,Ekart,Kano,"Dar es Salaam",46.51,21,"In Transit","Books & Media",69.79,"Delayed due to customs clearance.",0,0
SHP-0003771,2024-11-24,UPS,"Benin City",Johannesburg,96.04,19,Delayed,"Industrial Equipment",247.73,"Package handled with care.",0,0
SHP-0003772,2022-11-12,Delhivery,Abuja,Cairo,58.61,5,Returned,Cosmetics,93.07,,0,0
SHP-0003773,2023-07-24,Aramex,"Port Harcourt",Cairo,97.04,13,Lost,"Industrial Equipment",189.75,"Delayed due to customs clearance.",0,0
SHP-0003774,2024-03-03,Delhivery,Abuja,"Dar es Salaam",3.27,8,Pending,"Automotive Parts",13.32,"Left at front door per customer instruction.",0,0
SHP-0003775,2023-07-27,UPS,Enugu,Cairo,102.2,11,Unknown,"Industrial Equipment",397.14,"Address correction applied.",0,0
SHP-0003776,2024-07-02,FedEx,Kaduna,Casablanca,63.57,18,Pending,Toys,150.88,"Weather delay in transit hub.",0,0
SHP-0003777,2023-06-15,DHL,Abuja,Dakar,111.86,19,Delayed,Apparel,313.82,"Address correction applied.",0,0
SHP-0003778,2023-09-19,XpressBees,Abuja,Accra,2.8,9,"In Transit",Furniture,7.35,"Customer requested weekend delivery.",0,0
SHP-0003779,2023-09-10,"Blue Dart",Enugu,Accra,59.58,11,Returned,Pharmaceuticals,186.22,"Priority shipment.",0,0
SHP-0003780,2024-06-04,Ekart,Enugu,Casablanca,43.67,19,Delivered,Furniture,127.64,"Package handled with care.",0,0
SHP-0003781,2023-08-26,UPS,Abuja,Accra,26.49,7,Unknown,"Industrial Equipment",77.41,"Left at front door per customer instruction.",0,0
SHP-0003782,2022-03-19,FedEx,"Port Harcourt",Casablanca,93.07,21,"In Transit","Industrial Equipment",259.65,"Customer requested weekend delivery.",0,0
SHP-0003783,2023-02-17,DHL,Kaduna,Johannesburg,53.2,1,Delayed,Toys,234.21,,0,0
SHP-0003784,2024-01-30,"Blue Dart",Kano,Kampala,95.86,5,"In Transit","Books & Media",338.59,"Delayed due to customs clearance.",0,0
SHP-0003785,2024-06-01,Ekart,Lagos,Kampala,104.16,16,Delivered,Electronics,311.65,"Weather delay in transit hub.",0,0
SHP-0003786,2022-11-04,Delhivery,Kano,Nairobi,113.19,17,"In Transit",Electronics,481.76,"Weather delay in transit hub.",0,0
